None,D0,D1,D2,D3,D4,StartDate,EndDate
78.18,21.82,0.52,0,0,0,2006/3/7,2006/3/13
75.86,24.14,0.48,0,0,0,2006/2/28,2006/3/6
84.21,15.79,0,0,0,0,2006/2/21,2006/2/27
86.59,13.41,0,0,0,0,2006/2/14,2006/2/20
86.68,13.32,0,0,0,0,2006/2/7,2006/2/13
97.08,2.92,0,0,0,0,2006/1/31,2006/2/6
97.08,2.92,0,0,0,0,2006/1/24,2006/1/30
97.08,2.92,0,0,0,0,2006/1/17,2006/1/23
96.6,3.4,0,0,0,0,2006/1/10,2006/1/16
98.32,1.68,0,0,0,0,2006/1/3,2006/1/9
93.91,6.09,0,0,0,0,2005/12/27,2006/1/2
93.69,6.31,0,0,0,0,2005/12/20,2005/12/26
90.03,9.97,0,0,0,0,2005/12/13,2005/12/19
90.03,9.97,0,0,0,0,2005/12/6,2005/12/12
75.23,24.77,0,0,0,0,2005/11/29,2005/12/5
99.66,0.34,0,0,0,0,2005/11/22,2005/11/28
99.66,0.34,0,0,0,0,2005/11/15,2005/11/21
99.66,0.34,0,0,0,0,2005/11/8,2005/11/14
99.58,0.42,0,0,0,0,2005/11/1,2005/11/7
99.58,0.42,0,0,0,0,2005/10/25,2005/10/31
99.58,0.42,0,0,0,0,2005/10/18,2005/10/24
99.58,0.42,0,0,0,0,2005/10/11,2005/10/17
99.58,0.42,0,0,0,0,2005/10/4,2005/10/10
99.58,0.42,0,0,0,0,2005/9/27,2005/10/3
99.41,0.59,0.05,0,0,0,2005/9/20,2005/9/26
99.2,0.8,0.06,0,0,0,2005/9/13,2005/9/19
99.2,0.8,0.06,0,0,0,2005/9/6,2005/9/12
98.84,1.16,0.06,0,0,0,2005/8/30,2005/9/5
98.85,1.15,0.06,0,0,0,2005/8/23,2005/8/29
99.04,0.96,0.06,0,0,0,2005/8/16,2005/8/22
99.03,0.97,0.06,0,0,0,2005/8/9,2005/8/15
98.96,1.04,0.06,0,0,0,2005/8/2,2005/8/8
99.01,0.99,0.06,0,0,0,2005/7/26,2005/8/1
99.01,0.99,0.06,0,0,0,2005/7/19,2005/7/25
99.01,0.99,0.06,0,0,0,2005/7/12,2005/7/18
99.01,0.99,0.06,0,0,0,2005/7/5,2005/7/11
99.01,0.99,0.06,0,0,0,2005/6/28,2005/7/4
98.71,1.29,0.06,0,0,0,2005/6/21,2005/6/27
98.48,1.52,0.06,0,0,0,2005/6/14,2005/6/20
98.48,1.52,0.06,0,0,0,2005/6/7,2005/6/13
98.48,1.52,0.06,0,0,0,2005/5/31,2005/6/6
98.48,1.52,0.06,0,0,0,2005/5/24,2005/5/30
98.48,1.52,0.06,0,0,0,2005/5/17,2005/5/23
97,3,1.09,0,0,0,2005/5/10,2005/5/16
95.53,4.47,2.09,0,0,0,2005/5/3,2005/5/9
96.16,3.84,2.09,0,0,0,2005/4/26,2005/5/2
96.16,3.84,2.09,0,0,0,2005/4/19,2005/4/25
95.46,4.54,2.64,0.04,0,0,2005/4/12,2005/4/18
94.54,5.46,2.63,0.04,0,0,2005/4/5,2005/4/11
95.35,4.65,2.87,0.21,0,0,2005/3/29,2005/4/4
87.97,12.03,3,0.21,0,0,2005/3/22,2005/3/28
87.97,12.03,3,0.21,0,0,2005/3/15,2005/3/21
90.12,9.88,1.3,0,0,0,2005/3/8,2005/3/14
90.4,9.6,1.22,0,0,0,2005/3/1,2005/3/7
88.57,11.43,1.22,0,0,0,2005/2/22,2005/2/28
88.57,11.43,1.22,0,0,0,2005/2/15,2005/2/21
89.8,10.2,4.1,0,0,0,2005/2/8,2005/2/14
88.93,11.07,4.1,0,0,0,2005/2/1,2005/2/7
88.24,11.76,4.1,0.21,0,0,2005/1/25,2005/1/31
88.37,11.63,4.1,0.21,0,0,2005/1/18,2005/1/24
83.4,16.6,4.1,0.21,0,0,2005/1/11,2005/1/17
69.05,30.95,7.85,1.77,0,0,2005/1/4,2005/1/10
40.45,59.55,28.85,3.98,0,0,2004/12/28,2005/1/3
32.23,67.77,29.37,3.98,0,0,2004/12/21,2004/12/27
32.23,67.77,29.37,3.98,0,0,2004/12/14,2004/12/20
26.62,73.38,29.37,4.84,0,0,2004/12/7,2004/12/13
26.46,73.54,30.21,8.64,0,0,2004/11/30,2004/12/6
24.23,75.77,31.28,8.3,0,0,2004/11/23,2004/11/29
24.23,75.77,31.28,8.3,0,0,2004/11/16,2004/11/22
20.84,79.16,31.28,8.3,0,0,2004/11/9,2004/11/15
18.41,81.59,31.28,10.42,0,0,2004/11/2,2004/11/8
18.23,81.77,40.55,10.42,0,0,2004/10/26,2004/11/1
12.21,87.79,55.82,18.25,0,0,2004/10/19,2004/10/25
5.41,94.59,61.09,21.1,0,0,2004/10/12,2004/10/18
5.41,94.59,61.09,21.1,0,0,2004/10/5,2004/10/11
5.41,94.59,61.09,21.1,0,0,2004/9/28,2004/10/4
5.26,94.74,61.09,21.1,0,0,2004/9/21,2004/9/27
5.35,94.65,61.09,21.1,0,0,2004/9/14,2004/9/20
5.2,94.8,61.29,22.45,0,0,2004/9/7,2004/9/13
5.1,94.9,61.29,22.45,0,0,2004/8/31,2004/9/6
10.63,89.37,60.59,21.79,0,0,2004/8/24,2004/8/30
10.62,89.38,60.59,21.79,0,0,2004/8/17,2004/8/23
10.62,89.38,60.59,25.3,0,0,2004/8/10,2004/8/16
15.64,84.36,52.05,14.97,0,0,2004/8/3,2004/8/9
14.81,85.19,52.05,14.97,0,0,2004/7/27,2004/8/2
14.81,85.19,52.02,9.89,0,0,2004/7/20,2004/7/26
14.81,85.19,52.05,8.32,0,0,2004/7/13,2004/7/19
14.81,85.19,52.05,8.32,0,0,2004/7/6,2004/7/12
14.64,85.36,50.9,7.57,0,0,2004/6/29,2004/7/5
17.95,82.05,50.66,7.57,0,0,2004/6/22,2004/6/28
17.67,82.33,50.41,7.67,0,0,2004/6/15,2004/6/21
17.67,82.33,50.41,7.67,0,0,2004/6/8,2004/6/14
18.39,81.61,50.36,6.66,0,0,2004/6/1,2004/6/7
16.9,83.1,48.33,6.96,0,0,2004/5/25,2004/5/31
17.07,82.93,46.06,6.96,0,0,2004/5/18,2004/5/24
17.07,82.93,46.06,6.96,0,0,2004/5/11,2004/5/17
16.81,83.19,46.06,6.96,0,0,2004/5/4,2004/5/10
29.2,70.8,22.67,6.96,0,0,2004/4/27,2004/5/3
31.64,68.36,19.01,5.78,0,0,2004/4/20,2004/4/26
31.64,68.36,19.01,5.78,0,0,2004/4/13,2004/4/19
62.08,37.92,16.45,5.43,0,0,2004/4/6,2004/4/12
61.85,38.15,17.16,7.94,0,0,2004/3/30,2004/4/5
74,26,17.16,7.94,0,0,2004/3/23,2004/3/29
74,26,17.16,7.94,0,0,2004/3/16,2004/3/22
74,26,17.16,7.94,0,0,2004/3/9,2004/3/15
74,26,17.16,7.94,0,0,2004/3/2,2004/3/8
70.62,29.38,17.2,7.78,0,0,2004/2/24,2004/3/1
67.47,32.53,17.2,7.78,0,0,2004/2/17,2004/2/23
67.47,32.53,17.2,7.78,0,0,2004/2/10,2004/2/16
67.18,32.82,17.3,7.79,0,0,2004/2/3,2004/2/9
67.18,32.82,17.3,7.67,0,0,2004/1/27,2004/2/2
66.01,33.99,18.38,7.67,0,0,2004/1/20,2004/1/26
65.27,34.73,23.23,9.51,0,0,2004/1/13,2004/1/19
69.55,30.45,20.28,8.05,0,0,2004/1/6,2004/1/12
67.34,32.66,20.28,9.47,0,0,2003/12/30,2004/1/5
47.84,52.16,32.06,9.8,0.01,0,2003/12/23,2003/12/29
48.91,51.09,30.57,9.75,0.02,0,2003/12/16,2003/12/22
47.46,52.54,29.64,8.86,0.01,0,2003/12/9,2003/12/15
43.73,56.27,30.7,9.84,0,0,2003/12/2,2003/12/8
46.19,53.81,30.69,10.91,0,0,2003/11/25,2003/12/1
44.56,55.44,32.1,11.56,0.03,0,2003/11/18,2003/11/24
45.87,54.13,31.34,10.2,0,0,2003/11/11,2003/11/17
29.14,70.86,33.06,11.07,0,0,2003/11/4,2003/11/10
6.6,93.4,42.17,11.32,0.02,0,2003/10/28,2003/11/3
26.77,73.23,26.49,11.27,0,0,2003/10/21,2003/10/27
28.25,71.75,23.96,9.48,0,0,2003/10/14,2003/10/20
66.91,33.09,25.28,10.65,0,0,2003/10/7,2003/10/13
67.98,32.02,23.86,8.94,0,0,2003/9/30,2003/10/6
66.92,33.08,25.47,10.71,0,0,2003/9/23,2003/9/29
67.25,32.75,24.9,10.18,0,0,2003/9/16,2003/9/22
65.83,34.17,27.52,9.39,0.01,0,2003/9/9,2003/9/15
65.32,34.68,30.54,15.26,0,0,2003/9/2,2003/9/8
66.8,33.2,24.01,13.44,0.01,0,2003/8/26,2003/9/1
66.81,33.19,24.08,12.7,0,0,2003/8/19,2003/8/25
63.93,36.07,24.75,8.37,0.01,0,2003/8/12,2003/8/18
63.37,36.63,25.72,9.1,0.05,0,2003/8/5,2003/8/11
63.9,36.1,24.76,8.43,0.03,0,2003/7/29,2003/8/4
62.96,37.04,26.04,8.9,0.01,0,2003/7/22,2003/7/28
62.14,37.86,25.28,9.19,0,0,2003/7/15,2003/7/21
62.41,37.59,25.72,9.38,0,0,2003/7/8,2003/7/14
63.14,36.86,25.06,8.45,0.03,0,2003/7/1,2003/7/7
64.7,35.3,25.23,8.28,0.04,0,2003/6/24,2003/6/30
63.83,36.17,25.85,8.23,0.1,0,2003/6/17,2003/6/23
63.7,36.3,25.72,8.66,0,0,2003/6/10,2003/6/16
63.32,36.68,26.16,8.99,0,0,2003/6/3,2003/6/9
65.05,34.95,25.13,8.38,0,0,2003/5/27,2003/6/2
64.15,35.85,25.01,8.47,0,0,2003/5/20,2003/5/26
63.81,36.19,25.47,8.03,0,0,2003/5/13,2003/5/19
58.71,41.29,30.12,8.33,0,0,2003/5/6,2003/5/12
59.37,40.63,29.46,7.67,0,0,2003/4/29,2003/5/5
59.72,40.28,30.85,8.75,0.04,0,2003/4/22,2003/4/28
58.56,41.44,29,10.17,0.05,0,2003/4/15,2003/4/21
40.13,59.87,32.74,11.39,0.17,0,2003/4/8,2003/4/14
39.64,60.36,32.57,11.57,0.21,0,2003/4/1,2003/4/7
51.83,48.17,32.1,11.33,0.1,0,2003/3/25,2003/3/31
51.5,48.5,32.9,11.55,0.04,0,2003/3/18,2003/3/24
45.14,54.86,33.71,21.85,1.2,0,2003/3/11,2003/3/17
60.17,39.83,30.65,21.81,1.35,0,2003/3/4,2003/3/10
58.1,41.9,34.46,20.61,7.62,0,2003/2/25,2003/3/3
57.82,42.18,34.47,20.69,7.93,0,2003/2/18,2003/2/24
45.39,54.61,38.83,28.32,14.91,0,2003/2/11,2003/2/17
47.36,52.64,31.78,25.8,15.7,0,2003/2/4,2003/2/10
51.74,48.26,29.56,25.24,15.67,0,2003/1/28,2003/2/3
61.07,38.93,29.7,24.2,17.18,0,2003/1/21,2003/1/27
60.71,39.29,30.81,25.39,17.08,0,2003/1/14,2003/1/20
58.16,41.84,32.14,25.42,16.93,0,2003/1/7,2003/1/13
58.39,41.61,32.23,26.06,17.19,0,2002/12/31,2003/1/6
56.56,43.44,33.12,26.29,17.58,0,2002/12/24,2002/12/30
42.1,57.9,35.75,29.12,17.18,0,2002/12/17,2002/12/23
0,100,51.74,30.89,17.39,0,2002/12/10,2002/12/16
5.66,94.34,35.26,28.16,17.35,0,2002/12/3,2002/12/9
4.95,95.05,36.15,28.59,20.81,0,2002/11/26,2002/12/2
5.55,94.45,35.87,28.21,20.68,0,2002/11/19,2002/11/25
5.29,94.71,35.19,28.1,20.41,0,2002/11/12,2002/11/18
0,100,75.48,47.2,24.48,0,2002/11/5,2002/11/11
0,100,72.23,39.41,24.28,0,2002/10/29,2002/11/4
0,100,72.01,39.65,23.89,0,2002/10/22,2002/10/28
0,100,70.48,39.6,23.64,0,2002/10/15,2002/10/21
0,100,70.73,39.66,23.64,0,2002/10/8,2002/10/14
6.12,93.88,51.75,38.19,23.61,0,2002/10/1,2002/10/7
5.5,94.5,56.14,39.64,23.98,0,2002/9/24,2002/9/30
5.77,94.23,55.61,39.39,23.92,0,2002/9/17,2002/9/23
5.1,94.9,55.24,40.45,23.63,0,2002/9/10,2002/9/16
5.28,94.72,56.36,39.93,22.95,0,2002/9/3,2002/9/9
4.89,95.11,56.24,39.99,24.21,0,2002/8/27,2002/9/2
4.99,95.01,56.57,40.31,23.95,0,2002/8/20,2002/8/26
4.99,95.01,56.66,40.03,26.32,0,2002/8/13,2002/8/19
5.23,94.77,56.22,40.05,26.05,0,2002/8/6,2002/8/12
4.99,95.01,55.35,39.71,24.45,0,2002/7/30,2002/8/5
5.69,94.31,55.3,37.9,23.07,0,2002/7/23,2002/7/29
6.67,93.33,51.55,36.29,23.2,0,2002/7/16,2002/7/22
6.55,93.45,53.57,36.09,15.15,0,2002/7/9,2002/7/15
7.45,92.55,53.31,35.76,13.67,0,2002/7/2,2002/7/8
7.56,92.44,52.99,35.49,13.46,0,2002/6/25,2002/7/1
18.01,81.99,48.22,33.2,9.07,0,2002/6/18,2002/6/24
17.86,82.14,42.35,27.08,4.09,0,2002/6/11,2002/6/17
17.99,82.01,42.05,26.85,3.93,0,2002/6/4,2002/6/10
19.89,80.11,41.79,27.18,3.87,0,2002/5/28,2002/6/3
53.49,46.51,36.83,26.07,0.45,0,2002/5/21,2002/5/27
53.27,46.73,37.31,26.59,0.55,0,2002/5/14,2002/5/20
53.54,46.46,37.13,26.21,0.45,0,2002/5/7,2002/5/13
53.26,46.74,37.89,26.4,0.45,0,2002/4/30,2002/5/6
52.85,47.15,37.98,29.12,0,0,2002/4/23,2002/4/29
52.61,47.39,38.23,29.37,0,0,2002/4/16,2002/4/22
54.11,45.89,35.6,19.1,0,0,2002/4/9,2002/4/15
55.18,44.82,26.77,6.56,0,0,2002/4/2,2002/4/8
54.83,45.17,22.32,1.56,0,0,2002/3/26,2002/4/1
55.6,44.4,22.3,0,0,0,2002/3/19,2002/3/25
53.35,46.65,21.95,0,0,0,2002/3/12,2002/3/18
52.91,47.09,0.29,0,0,0,2002/3/5,2002/3/11
54.51,45.49,0.17,0,0,0,2002/2/26,2002/3/4
54.76,45.24,0.07,0,0,0,2002/2/19,2002/2/25
53.96,46.04,0.28,0,0,0,2002/2/12,2002/2/18
75.57,24.43,0.16,0,0,0,2002/2/5,2002/2/11
87.79,12.21,0.15,0,0,0,2002/1/29,2002/2/4
87.24,12.76,0.11,0,0,0,2002/1/22,2002/1/28
92.58,7.42,0.27,0,0,0,2002/1/15,2002/1/21
92.84,7.16,0.11,0,0,0,2002/1/8,2002/1/14
77.42,22.58,11.08,4.92,0,0,2002/1/1,2002/1/7
66.53,33.47,18.81,9.92,0,0,2001/12/25,2001/12/31
51.45,48.55,30.49,17.9,3.2,0,2001/12/18,2001/12/24
48.36,51.64,30.49,20.09,6.77,0,2001/12/11,2001/12/17
45.75,54.25,34.41,21.4,7.56,0,2001/12/4,2001/12/10
40.93,59.07,45.1,30.64,17.59,0,2001/11/27,2001/12/3
29.62,70.38,47.53,30.64,18.22,0,2001/11/20,2001/11/26
29.62,70.38,47.53,32.69,18.22,0,2001/11/13,2001/11/19
29.62,70.38,47.53,32.69,18.22,0,2001/11/6,2001/11/12
29.62,70.38,47.53,32.69,18.22,0,2001/10/30,2001/11/5
29.62,70.38,47.53,33.58,18.95,0,2001/10/23,2001/10/29
29.62,70.38,47.53,33.58,18.95,0,2001/10/16,2001/10/22
33.99,66.01,47.53,33.58,18.95,0,2001/10/9,2001/10/15
33.99,66.01,47.53,33.57,18.95,0,2001/10/2,2001/10/8
33.99,66.01,47.53,33.58,18.95,0,2001/9/25,2001/10/1
33.99,66.01,47.53,33.58,18.95,0,2001/9/18,2001/9/24
33.99,66.01,47.53,33.58,18.95,0,2001/9/11,2001/9/17
50.28,49.72,35.87,28.25,18.6,0,2001/9/4,2001/9/10
50.28,49.72,35.87,28.25,18.6,0,2001/8/28,2001/9/3
53,47,32.15,25.19,16.26,0,2001/8/21,2001/8/27
54.82,45.18,27.19,19.79,10.31,0,2001/8/14,2001/8/20
54.82,45.18,27.19,19.79,9.69,0,2001/8/7,2001/8/13
54.82,45.18,27.19,19.79,9.69,0,2001/7/31,2001/8/6
54.82,45.18,27.19,19.79,9.69,0,2001/7/24,2001/7/30
55.94,44.06,27.19,19.79,9.69,0,2001/7/17,2001/7/23
56.08,43.92,26.69,17.04,9.69,0,2001/7/10,2001/7/16
42.02,57.98,27.59,18.48,4.72,0,2001/7/3,2001/7/9
46.12,53.88,27.59,17.28,0.93,0,2001/6/26,2001/7/2
46.49,53.51,25.96,15.87,0.2,0,2001/6/19,2001/6/25
49.85,50.15,24.34,8.93,0.05,0,2001/6/12,2001/6/18
49.85,50.15,22.39,8.24,0.05,0,2001/6/5,2001/6/11
59.65,40.35,17.23,6.1,0.04,0,2001/5/29,2001/6/4
59.65,40.35,17.23,3.44,0.05,0,2001/5/22,2001/5/28
59.65,40.35,17.23,3.44,0.05,0,2001/5/15,2001/5/21
66.5,33.5,14.71,3.44,0.07,0,2001/5/8,2001/5/14
66.5,33.5,14.71,3.44,0.58,0,2001/5/1,2001/5/7
66.5,33.5,14.71,3.44,0.58,0,2001/4/24,2001/4/30
66.5,33.5,14.71,3.44,0.58,0,2001/4/17,2001/4/23
74.01,25.99,13.11,3.44,0.58,0,2001/4/10,2001/4/16
69.79,30.21,12.93,3.44,0.58,0,2001/4/3,2001/4/9
73.4,26.6,4.65,0.08,0,0,2001/3/27,2001/4/2
73.4,26.6,4.65,0.08,0,0,2001/3/20,2001/3/26
73.11,26.89,2.97,0,0,0,2001/3/13,2001/3/19
73.11,26.89,2.97,0,0,0,2001/3/6,2001/3/12
73.11,26.89,2.95,0,0,0,2001/2/27,2001/3/5
68.1,31.9,2.28,0,0,0,2001/2/20,2001/2/26
62.95,37.05,2.68,0,0,0,2001/2/13,2001/2/19
63.65,36.35,0,0,0,0,2001/2/6,2001/2/12
80.05,19.95,0,0,0,0,2001/1/30,2001/2/5
74.23,25.77,0,0,0,0,2001/1/23,2001/1/29
85.26,14.74,0,0,0,0,2001/1/16,2001/1/22
56.33,43.67,0,0,0,0,2001/1/9,2001/1/15
69.13,30.87,0,0,0,0,2001/1/2,2001/1/8
100,0,0,0,0,0,2000/12/26,2001/1/1
100,0,0,0,0,0,2000/12/19,2000/12/25
100,0,0,0,0,0,2000/12/12,2000/12/18
100,0,0,0,0,0,2000/12/5,2000/12/11
100,0,0,0,0,0,2000/11/28,2000/12/4
100,0,0,0,0,0,2000/11/21,2000/11/27
100,0,0,0,0,0,2000/11/14,2000/11/20
100,0,0,0,0,0,2000/11/7,2000/11/13
100,0,0,0,0,0,2000/10/31,2000/11/6
88.15,11.85,0,0,0,0,2000/10/24,2000/10/30
84.08,15.92,0,0,0,0,2000/10/17,2000/10/23
87.3,12.7,0,0,0,0,2000/10/10,2000/10/16
87.3,12.7,0,0,0,0,2000/10/3,2000/10/9
87.3,12.7,0,0,0,0,2000/9/26,2000/10/2
87.82,12.18,0,0,0,0,2000/9/19,2000/9/25
87.82,12.18,0,0,0,0,2000/9/12,2000/9/18
87.82,12.18,0,0,0,0,2000/9/5,2000/9/11
77.21,22.79,0,0,0,0,2000/8/29,2000/9/4
75.09,24.91,0.99,0,0,0,2000/8/22,2000/8/28
75.09,24.91,1.72,0,0,0,2000/8/15,2000/8/21
87.98,12.02,0,0,0,0,2000/8/8,2000/8/14
92.39,7.61,0,0,0,0,2000/8/1,2000/8/7
92.39,7.61,0,0,0,0,2000/7/25,2000/7/31
100,0,0,0,0,0,2000/7/18,2000/7/24
100,0,0,0,0,0,2000/7/11,2000/7/17
100,0,0,0,0,0,2000/7/4,2000/7/10
100,0,0,0,0,0,2000/6/27,2000/7/3
100,0,0,0,0,0,2000/6/20,2000/6/26
100,0,0,0,0,0,2000/6/13,2000/6/19
100,0,0,0,0,0,2000/6/6,2000/6/12
100,0,0,0,0,0,2000/5/30,2000/6/5
100,0,0,0,0,0,2000/5/23,2000/5/29
100,0,0,0,0,0,2000/5/16,2000/5/22
100,0,0,0,0,0,2000/5/9,2000/5/15
100,0,0,0,0,0,2000/5/2,2000/5/8
100,0,0,0,0,0,2000/4/25,2000/5/1
95.93,4.07,0,0,0,0,2000/4/18,2000/4/24
97.02,2.98,0,0,0,0,2000/4/11,2000/4/17
97.02,2.98,0,0,0,0,2000/4/4,2000/4/10
97.28,2.72,0,0,0,0,2000/3/28,2000/4/3
97.45,2.55,0,0,0,0,2000/3/21,2000/3/27
97.45,2.55,0,0,0,0,2000/3/14,2000/3/20
90.56,9.44,0.03,0,0,0,2000/3/7,2000/3/13
83.71,16.29,0.05,0,0,0,2000/2/29,2000/3/6
81.29,18.71,0,0,0,0,2000/2/22,2000/2/28
56.39,43.61,0,0,0,0,2000/2/15,2000/2/21
55.8,44.2,0,0,0,0,2000/2/8,2000/2/14
49.12,50.88,0,0,0,0,2000/2/1,2000/2/7
44.03,55.97,0,0,0,0,2000/1/25,2000/1/31
27.96,72.04,0,0,0,0,2000/1/18,2000/1/24
18.25,81.75,0,0,0,0,2000/1/11,2000/1/17
51.83,48.17,0,0,0,0,2000/1/4,2000/1/10
